SEID,LUID,Full Name,Name Type,IMO Number,Current Believed Flag,Previous Flags,Type,Tonnage,Length,Year Built,Current Owner/Operators,Previous Owner/Operators,Other Information,UK Statement of Reasons
#0049921,RUS2972,RN SAKHALIN,Primary Name,9650016.0,Russia,,,,,,Rosnefteflot JSC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9650016 (RN SAKHALIN) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, RN SAKHALIN is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049922,RUS2973,SABINA,Primary Name,9524451.0,,,,,,,Glory Shipping HK Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9524451 (SABINA) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, SABINA is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049923,RUS2975,SAHARA,Primary Name,9322267.0,,,,,,,HS Nellis Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9322267 (SAHARA) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, SAHARA is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049924,RUS2976,SANAR-10,Primary Name,9300348.0,Russia,,,,,,Rosewood Shipping LLC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9300348 (SANAR-10) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, SANAR-10 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049925,RUS2977,YANHU,Primary Name,9297357.0,Russia,,,,,,Kangen Maritime Corp,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9297357 (YANHU) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, YANHU is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049926,RUS2978,VIRAT,Primary Name,9832559.0,,,,,,,Prominent Shipmanagement Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9832559 (VIRAT) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, VIRAT is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049927,RUS2979,VASILY LANOVOY,Primary Name,9621601.0,Russia,,,,,,TransStroy LLC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9621601 (VASILY LANOVOY) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, VASILY LANOVOY is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049928,RUS2980,VASILY DINKOV,Primary Name,9372547.0,Russia,,,,,,SCF TM Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9372547 (VASILY DINKOV) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, VASILY DINKOV is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049929,RUS2981,VALENTIN PIKUL,Primary Name,9885879.0,Russia,,,,,,ROSNEFTEFLOT JSC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9885879 (VALENTIN PIKUL) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, VALENTIN PIKUL is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049994,RUS2997,ADONIA,Primary Name,9242223.0,,,Oil Tanker,,,,Symi Shipping Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9242223 (ADONIA) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, ADONIA is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049995,RUS2998,AMELL,Primary Name,9257993.0,,,Oil Tanker,,,,Shanghai VIII Maritime Co,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9257993 (AMELL) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, AMELL is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049996,RUS2999,ANTILA,Primary Name,9381744.0,,,Oil Tanker,,,,HS Legend Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9381744 (ANTILA) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, ANTILA is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049997,RUS3000,APUS,Primary Name,9280885.0,,,Oil Tanker,,,,Nangle Jilli Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9280885 (APUS) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, APUS is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049998,RUS3001,APUS,Primary Name,9299745.0,,,Oil Tanker,,,,Julius Capital LLC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9299745 (APUS) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, APUS is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049999,RUS3002,AQUILA II,Primary Name,9281152.0,,,Oil Tanker,,,,Linnet Marguerite Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9281152 (AQUILA II) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, AQUILA II is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050000,RUS3003,ASTRA,Primary Name,9273387.0,Vietnam,,Oil Tanker,,,,Stravax Shipping Co Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9273387 (ASTRA) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, ASTRA is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050001,RUS3004,AUGA,Primary Name,9381732.0,,,Oil Tanker,,,,,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9381732 (AUGA) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, AUGA is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050002,RUS3005,AVRIL,Primary Name,9322839.0,,,Oil Tanker,,,,Kroeger Tankers FZE,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9322839 (AVRIL) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, AVRIL is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050003,RUS3006,AULIS,Primary Name,9233765.0,,,Oil Tanker,,,,Noblefu Co Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9233765 (AULIS) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, AULIS is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050004,RUS3007,KAPITAN GOTSKY,Primary Name,9372559.0,Russia,,Oil Tanker,,,,SCF TM Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9372559 (KAPITAN GOTSKY) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, KAPITAN GOTSKY is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050005,RUS3008,KAROL,Primary Name,9327413.0,,,Oil Tanker,,,,Aristo Tankers Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9327413 (KAROL) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, KAROL is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050006,RUS3009,KIRILL LAVROV,Primary Name,9333682.0,Russia,,Oil Tanker,,,,SCF TM Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9333682 (KIRILL LAVROV) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, KIRILL LAVROV is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050007,RUS3011,LADOGA,Primary Name,9339313.0,Russia,,Oil Tanker,,,,Invest Fleet Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9339313 (LADOGA) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, LADOGA is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050008,RUS3012,LADY LEILA,Primary Name,9683740.0,Russia,,Oil Tanker,,,,BM Flot LLC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9683740 (LADY LEILA) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, LADY LEILA is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050009,RUS3013,LADY RANIA,Primary Name,9784893.0,Russia,,Oil Tanker,,,,BM Flot LLC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9784893 (LADY RANIA) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, LADY RANIA is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050010,RUS3014,LADY SEVDA,Primary Name,9683738.0,Russia,,Oil Tanker,,,,Region Express Tanker LLC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9683738 (LADY SEVDA) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, LADY SEVDA is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050011,RUS3015,LAUREN II,Primary Name,9258521.0,,,Oil Tanker,,,,Greetee Co Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9258521 (LAUREN II) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, LAUREN II is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050012,RUS3016,LAURYN,Primary Name,9259599.0,,,Oil Tanker,,,,HS Hai II Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9259599 (LAURYN) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, LAURYN is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050013,RUS3017,LITEYNY PROSPECT,Primary Name,9256078.0,Russia,,Oil Tanker,,,,South Fleet Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9256078 (LITEYNY PROSPECT) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, LITEYNY PROSPECT is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050014,RUS3018,M SOPHIA,Primary Name,9289477.0,,,Oil Tanker,,,,Greetee Co Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9289477 (M SOPHIA) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, M SOPHIA is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050015,RUS3019,MARIA,Primary Name,9198783.0,Russia,,,,,,Sunor ILLC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9198783 (MARIA) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, MARIA is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050016,RUS3020,MEGION,Primary Name,9590137.0,Russia,,,,,,Gazpromneft Shipping LLC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9590137 (MEGION) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, MEGION is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050017,RUS3021,MIKHAIL LAZAREV,Primary Name,9837547.0,Russia,,,,,,SCF TM Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9837547 (MIKHAIL LAZAREV) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, MIKHAIL LAZAREV is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050018,RUS3022,TOPAZ,Primary Name,9292034.0,Comoros,,,,,,Orchid Shipmanagement LLC-FZ,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9292034 (TOPAZ) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, TOPAZ is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050019,RUS3023,TIMOFEY GUZHENKO,Primary Name,9372561.0,Russia,,,,,,SCF TM Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9372561 (TIMOFEY GUZHENKO) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, TIMOFEY GUZHENKO is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050020,RUS3024,TANGO,Primary Name,9292058.0,Comoros,,,,,,Orchid Shipmanagement LLC-FZ,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9292058 (TANGO) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, TANGO is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050021,RUS3025,SORION,Primary Name,9274446.0,,,,,,,HS Star Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9274446 (SORION) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, SORION is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050022,RUS3026,SOFIA,Primary Name,9211999.0,Russia,,,,,,Rosewood Shipping LLC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9211999 (SOFIA) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, SOFIA is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050023,RUS3027,MIKHAIL ULYANOV,Primary Name,9333670.0,Russia,,,,,,SCF TM Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9333670 (MIKHAIL ULYANOV) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, MIKHAIL ULYANOV is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050024,RUS3028,MILEY,Primary Name,9314818.0,,,,,,,HS Mona Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9314818 (MILEY) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, MILEY is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050025,RUS3029,MURMANSK,Primary Name,9167930.0,Russia,,,,,,Gazpromneft Shipping LLC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9167930 (MURMANSK) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, MURMANSK is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050026,RUS3030,NEVSKIY PROSPECT,Primary Name,9256054.0,Russia,,,,,,South Fleet Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9256054 (NEVSKIY PROSPECT) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, NEVSKIY PROSPECT is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050027,RUS3031,NP DIKSON,Primary Name,9255270.0,Russia,,,,,,TK Nord Project LLC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9255270 (NP DIKSON) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, NP DIKSON is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050028,RUS3032,OLANGA,Primary Name,9286463.0,Russia,,,,,,Menkab LLC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9286463 (OLANGA) is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, OLANGA is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0050054,RUS3048,BAVLY,Primary Name,9621560.0,Russia,,,4541.0,,2013.0,Conaro Shipping JSC (Russia); Petrotanker Ltd (Russia),,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9621560 ('BAVLY') is involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, BAVLY is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
