SEID,Full Name,Designation Type
#0042811,Володимир Андрійович КОНСТАНТIНОВ,Individual
#0042816,Игорь ВЛАДИМИРОВИЧ Костенок,Individual
#0042818,Ігор ВЛАДИМИРОВИЧ Костенок,Individual
#0042823,Юрий Валентинович Ковальчук,Individual
#0042832,"КОЗИЦЫН, НИКОЛАЙ ИВАНОВИЧ.",Individual
#0042833,"КОЗИЦЫН, НИКОЛАЙ ИВАНОВИЧ.",Individual
#0042841,"КОЗЮРА, ОЛЕГ ГРИГОРЬЕВИЧ.",Individual
#0042843,"КОЗЮРА, ОЛЕГ ГРИГОРЬЕВИЧ.",Individual
#0042853,Елена Кравченко,Individual
#0042858,Леся Михайловна ЛАПТЕВА,Individual
#0042859,Леся Михайлiвна ЛАПТЄВА,Individual
#0042861,Лебедев Игорь Владимирович,Individual
#0042868,"ЛЯГИН, РОМАН ВИКТОРОВИЧ",Individual
#0042870,Константин Валерьевич МАЛОФЕЕВ,Individual
#0042873,Александр Сергеевич МАЛЫХИН,Individual
#0042879,Икейсабдр Сергеевич МАЛЫХИН,Individual
#0042880,Олександр Сергiйович МАЛИХIН,Individual
#0042881,Oлександр Сергеевич МАЛЫХИН,Individual
#0042904,Елена Мизулина,Individual
#0042906,Георгий Мурадов,Individual
#0042909,Сергей Евгеньевич НАРЫШКИН,Individual
#0042910,Алексей Наумец.,Individual
#0042914,Сергей Неверов,Individual
#0042916,Василий Александрович НИКИТИН,Individual
#0042917,Василь Олександрович Нiкiтiн,Individual
#0042918,Владимир Степанович НИКИТИН,Individual
#0042921,Рашид Гумарович Нургалиев,Individual
#0042922,Евгений Вячеславович ОРЛОВ,Individual
#0042923,Евгений Вячеславович ОРЛОВ,Individual
#0042926,Євген Орлов.,Individual
#0042927,Євген Орлов.,Individual
#0042928,Дмитрий Владимирович Овсянников,Individual
#0042950,Николай Платонович Патрушев,Individual
#0042952,Александр Юрьевич Петухов,Individual
#0042958,Владимир Николаевич ПЛИГИН,Individual
#0042966,Мирослав Погорелов,Individual
#0042976,Наталія Поклонська,Individual
#0042977,Наталія Поклонська,Individual
#0043008,"ПРОКОПИВ, Герман",Individual
#0043014,Ли Ван Чоль,Individual
#0043026,Валерий Фëдoрoвич Рашкин,Individual
#0043028,Сергей Вадимович АБИСОВ,Individual
#0043035,Лариса Леонидовна АЙРАПЕТЯН,Individual
#0043036,Лариса Леонідівна АЙРАПЕТЯН,Individual
#0043046,Сергей Валерьевич АКСЁНОВ,Individual
#0043049,Cергій Валерійович АКСЬОНОВ,Individual
#0043063,КОНСТАНТИН БАХАРЕВ,Individual
#0043065,Pуслан Исмаилович БАЛЬБЕК,Individual
#0043066,Pуслан Исмаилович БАЛЬБЕК,Individual
#0043067,Марат Фаатович БАШИРОВ,Individual
#0043068,Эдуард Александрович БАСУРИН,Individual
#0043069,Едуард Олександрович БАСУРIН,Individual
#0043070,Олег Белавенцев,Individual
#0043072,Дмитрий Анатольевич БЕЛИК,Individual
#0043082,Денис Валентинович БЕРЕЗОВСКИЙ,Individual
#0043083,Денис Валентинович БЕРЕЗОВСКИЙ,Individual
#0043106,Сергей Орестович БЕСЕДА,Individual
#0043109,Ольга Игоревна БЕСЕДИНА,Individual
#0043110,Ольга Ігорівна БЕСЕДІНА,Individual
#0043113,Игорь Николаевич БЕЗЛЕР,Individual
#0043115,Игорь Николаевич БЕРЕГОВОЙ,Individual
#0043116,Ігор Миколайович БЕЗЛЕР,Individual
#0043117,Наталія Іванівна БЕЗРУЧЕНКО,Individual
#0043118,Наталья Ивановна БЕЗРУЧЕНКО,Individual
#0043129,Владимир Анатольевич БИДЁВКА,Individual
#0043131,Володимир Анатолійович БІДЬОВКА,Individual
#0043134,Александр Юрьевич БОРОДАЙ,Individual
#0043136,Александр Васильевич БОРТНИКОВ,Individual
#0043144,Олег Евгеньевич БУГРОВ,Individual
#0043145,Олег Євгенович БУГРОВ,Individual
#0043146,Олег Евгеньевич БУГРОВ,Individual
#0043147,Олег Євгенович БУГРОВ,Individual
#0043160,Олексій Михайлович ЧАЛИЙ,Individual
#0043166,Алексей Михайлович ЧАЛЫЙ,Individual
#0043179,Андрей Владимирович ЧЕРЕЗОВ,Individual
#0043205,Михаи́л Ефи́мович Фрадко́в,Individual
#0043209,Александр Викторович Галкин,Individual
#0043210,Вале́рий Васи́льевич Гера́симов,Individual
#0043213,Игорь Всеволодович ГИРКИН,Individual
#0043217,Сергей Юрьевич ГЛАЗЬЕВ,Individual
#0043219,Алексей Алексеевич ГРОМОВ,Individual
#0043227,Павел Юрьевич ГУБАРЕВ,Individual
#0043230,Павел Юрьевич ГУБАРЕВ,Individual
#0043233,Павло Юрійович ГУБАРЄВ,Individual
#0043234,Павло Юрійович ГУБАРЄВ,Individual
#0043239,Екатерина Юрьевна ГУБАРЕВА,Individual
#0043240,Екатерина Юрьевна ГУБАРЕВА,Individual
#0043241,Катерина Юріівна ГУБАРЄВА,Individual
#0043242,Катерина Юріівна ГУБАРЄВА,Individual
#0043246,Инна Николаевна ГУЗЕЕВА,Individual
#0043248,Інна Миколаївна ГУЗЄЄВА,Individual
#0043256,Заур Рауфович ИСМАИЛОВ,Individual
#0043257,Заур Рауфович ІСМАЇЛОВ,Individual
#0043258,Заур Рауфович ИСМАИЛОВ,Individual
#0043259,Заур Рауфович ІСМАЇЛОВ,Individual
#0043266,Юрій Володимирович ІВАКІН,Individual
#0043267,Юрий Владимирович ИВАКИН,Individual
#0043268,Юрий Владимирович ИВАКИН,Individual
#0043270,Петр Григорьевич ЯРОШ,Individual
#0043280,Петро Григорович ЯРОШ,Individual
#0043296,Леонид Иванович КАЛАШНИКОВ,Individual
#0043320,Андрей Валерьевич КАРТAПOЛOВ,Individual
#0043321,Алексей Вячеславович КАРЯКИН,Individual
#0043322,Алексей Вячеславович КАРЯКИН,Individual
#0043323,Олексій В'ячеславович КАРЯКІН,Individual
#0043324,Олексій В'ячеславович КАРЯКІН,Individual
#0043327,Равиль Закариевич ХАЛИКОВ,Individual
#0043334,Александр Витальевич ХРЯКОВ,Individual
#0043336,Олександр Віталійович ХРЯКОВ,Individual
#0043339,Мирослав Володимирович РУДЕНКО,Individual
#0043342,Светлана Борисовна САВЧЕНКО,Individual
#0043343,Олег Генрихович Савельев,Individual
#0043352,Владимир Анатольевич ШАМАНОВ,Individual
#0043353,Михаил Сергеевич ШЕРЕМЕТ,Individual
#0043355,Игорь Шевченко,Individual
#0043367,Леонид Эдуардович СЛУЦКИЙ,Individual
#0043369,Владислав Юрьевич Сурков,Individual
#0043378,Рустам Iльмирович ТЕМIРГАЛIЄВ,Individual
#0043379,Рустам Ильмирович ТЕМИРГАЛИЕВ,Individual
#0043390,Александр Николаевич Ткачëв,Individual
#0043393,Олег Анатолiйович ЦАРЬОВ,Individual
#0043409,Владимир Абдуалиевич ВАСИЛЬЕВ,Individual
#0043410,Владимир Абдуалиевич Васильев,Individual
#0043412,Виктор Петрович Водолацкий,Individual
#0043415,Юрий Леонидович ВОРОБЬЕВ,Individual
#0043420,Виктор Вячеславович ЯЦЕНКО,Individual
#0043430,Сергей Владимирович ЖЕЛЕЗНЯК,Individual
#0043432,Владимир Вольфович Жириновски,Individual
#0043433,Светлана Сергеевна Журова,Individual
#0043434,Петр Зима,Individual
#0043435,Петро Зима,Individual
#0043436,Государственное предприятие Агрофирма ‘Магарач’ Национального института винограда и вина ‘Магарач’,Entity
#0043464,Крымское республиканское предприятие ‘Азовский ликероводочный Завод’,Entity
#0043466,Смерть батальон,Entity
#0043559,Федеративное государство Новороссия’,Entity
#0043577,Свободный Донбасс,Entity
#0043582,Концерн ВКО ‘Алмаз — Антей,Entity
#0043731,Луганский экономический союз,Entity
#0043733,Движение ‘Новороссия’ Игоря СТРЕЛКОВА,Entity
#0043754,Мир Луганщине,Entity
#0043756,Народный союз,Entity
#0043758,ПАО Мостотрест,Entity
#0043773,Российский национальный коммерческий банк,Entity
#0043774,Санаторий ‘Нижняя Ореанда’,Entity
#0043776,Соболь,Entity
#0043466,Батальйон Сомалі,Entity
#0043782,ГУП ГС ‘Севастопольский морской порт’,Entity
#0043808,Государственное унитарное предприятие Республики Крым ‘Черноморнефтегаз’,Entity
#0043830,Саляев Алексей Михайлович,Individual
#0043831,Саляев Алексей Михайлович,Individual
#0043834,Саляєв Олексій Михайлович,Individual
#0043835,Саляєв Олексій Михайлович,Individual
#0043848,"Дворников, Александр Владимирович",Individual
#0043851,Шатохин Алексей Владимирович,Individual
#0043852,Шатохин Алексей Владимирович,Individual
#0043853,Шатохін Олексій Володимирович,Individual
#0043854,Шатохін Олексій Володимирович,Individual
#0043857,Сергей Алексеевич Щербаков,Individual
#0043858,Сергій Олексійович,Individual
#0043859,"Шеин, Андрей Борисович",Individual
#0043860,"Шипицин, Андрей, Шипіцин",Individual
#0043861,Андрій Шипіцин,Individual
#0043862,"Станкевич, Сергей Николаевич",Individual
#0043863,Юрий Михайлович ГОЦАНЮК,Individual
#0043866,Екатерина Борисовна АЛТАБАЕВА,Individual
#0043874,Даниленко Сергей Андреевич,Individual
#0043876,"Басова, Лидия Александровна",Individual
#0043886,Виктор Федорович Янукович,Individual
#0043887,Viktor Fedorovič Ânukovič,Individual
#0043887,Vìktor Fedorovič Ânukovič,Individual
#0043892,Viktor Fedorovič Janukovič,Individual
#0043894,Viktor Fedorovyč Janukovyč,Individual
#0043901,Viktor Fedorovȳch Yanukovȳch,Individual
#0043902,александр викторович янукович,Individual
#0043904,Alexander Viktorovyč Ianoukovytch,Individual
#0043904,Alexandr Viktorovyč Ianoukovytch,Individual
#0043904,Alexsandr Viktorovyč Ianoukovytch,Individual
#0043909,Olecsandr Viktorovyč Ianoukovytch,Individual
#0043911,Olexandr Viktorovyč Ianoukovytch,Individual
#0043933,Aleksandr Viktorovich Janukovyč,Individual
#0043934,Alexander Viktorovyč Janukovyč,Individual
#0043933,Alexander Viktorovich Janukovyč,Individual
#0043934,Alexandr Viktorovyč Janukovyč,Individual
#0043934,Alexsandr Viktorovyč Janukovyč,Individual
#0043933,Alexsandr Viktorovich Janukovyč,Individual
#0043939,Olecsandr Viktorovyč Janukovyč,Individual
#0043940,Olecsandr Viktorovich Janukovyč,Individual
#0043941,Olexandr Viktorovyč Janukovyč,Individual
#0043942,Olexandr Viktorovich Janukovyč,Individual
#0043944,Alexander Viktorovyč Janukowytsch,Individual
#0043944,Alexandr Viktorovyč Janukowytsch,Individual
#0043944,Alexsandr Viktorovyč Janukowytsch,Individual
#0043949,Olecsandr Viktorovyč Janukowytsch,Individual
#0043951,Olexandr Viktorovyč Janukowytsch,Individual
#0043954,Alexander Viktorovyč Yanucovich,Individual
#0043954,Alexandr Viktorovyč Yanucovich,Individual
#0043954,Alexsandr Viktorovyč Yanucovich,Individual
#0043959,Olecsandr Viktorovyč Yanucovich,Individual
#0043954,Olexandr Viktorovyč Yanucovich,Individual
#0043983,Сергій Віталійович Курченко,Individual
#0043984,Сергей Витальевич Курченко,Individual
#0043997,Сергій Віталійович Курченко,Individual
#0044004,Сергей Витальевич,Individual
#0044008,Акционерное общество 'Акционерный Банк 'РОССИЯ'',Entity
#0044009,Акционерное общество 'Акционерный Банк 'РОССИЯ'',Entity
#0044010,Акционерное общество 'Акционерный Банк 'РОССИЯ'',Entity
#0044017,Акционерное Общество Черноморский Банк Развития и Реконструкции,Entity
#0044161,АО 'ГЕНБАНК',Entity
#0044209,Геннадий Николаевич Тимченко,Individual
#0044210,Геннадий Николаевич Тимченко,Individual
#0044211,Геннадий Николаевич Тимченко,Individual
#0044234,ПAO 'Промсвязьбанк',Entity
#0044240,"Государственная корпорация по содействию разработке, производству и экспорту высокотехнологичной промышленной продукции «Ростех»",Entity
#0044242,Публичное акционерное общество «Объединённая авиастроительная корпорация»,Entity
#0044242,Корпорация Тактическое Ракетное Вооружение акционерное общество,Entity
#0044251,ОАО «Научно-производственная корпорация «УралВагонЗавод»,Entity
#0044242,Публичное акционерное общество «бъединённая судостроительная корпорация»,Entity
#0044269,Денис Александрович БОРТНИКОВ,Individual
#0044270,Петр Михаилович Фрадков,Individual
#0044272,Кирилл Николаевич Шамалов,Individual
#0044280,Борис Романович Ротенберг,Individual
#0044281,Борис Романович Ротенберг,Individual
#0044284,Игорь Аркадьевич Ротенберг,Individual
#0044288,Юрий Борисович СЛЮСАРЬ,Individual
#0044291,Елена Алехандровна Георгиева,Individual
#0044292,Банк ВТБ (публичное акционерное общество),Entity
#0044298,владимир владимирович путин,Individual
#0044300,Сергей Викторович Лавров,Individual
#0044304,ВЭБ.РФ,Entity
#0044308,ПАО Банк Финансовая Корпорация Открытие,Entity
#0044310,ПАО Сoвкoмбaнк,Entity
#0044312,ПАО Сбербанк,Entity
#0044320,Андрей Бурдыко,Individual
#0044322,Андрэй Бурдыка,Individual
#0044324,Виктор Владимирович ГУЛЕВИЧ,Individual
#0044326,Віктар Уладзіміравіч ГУЛЕВІЧ,Individual
#0044328,Viktar HULIEVIČ,Individual
#0044330,Viktar Uladzimiravič HULIEVIČ,Individual
#0044332,Сергей Симоненко,Individual
#0044334,Сяргей Сіманенка,Individual
#0044336,Андрей Жук,Individual
#0044337,Andrej ŽUK,Individual
#0044338,Андрэй Жук,Individual
#0044339,558 АВІЯЦЫЙНЫ РАМОНТНЫ ЗАВОД,Entity
#0044339,558 АВИАЦИОННЫЙ РЕМОНТНЫЙ ЗАВОД,Entity
#0044345,ИНТЕГРАЛ,Entity
#0044345,ІНТЭГРАЛ,Entity
#0044350,Российский фонд прямых инвестиций,Entity
#0044352,Рфпи,Entity
#0044354,Кирилл Александрович Дмитриев,Individual
#0044356,ИгорЬ Иванович ШУВАЛОВ,Individual
#0044358,Алишер Бурханович УСМАНОВ,Individual
#0044360,Андрей Леонидович КОСТИН,Individual
#0044376,Алексей Борисович МИЛЛЕР,Individual
#0044382,Олег Владимирович ДЕРИПАСКА,Individual
#0044384,Роман Аркадьевич АБРАМОВИЧ,Individual
#0044385,Роман Аркадьевич АБРАМОВИЧ,Individual
#0044386,Роман Аркадьевич АБРАМОВИЧ,Individual
#0044387,Роман Аркадьевич АБРАМОВИЧ,Individual
#0044388,Роман Аркадьевич АБРАМОВИЧ,Individual
#0044389,Роман Аркадьевич АБРАМОВИЧ,Individual
#0044396,Николай Петрович ТОКАРЕВ,Individual
#0044399,Дмитрий Алексеевич ЛЕБЕДЕВ,Individual
#0044402,Игорь Иванович СЕЧИН,Individual
#0044408,Макаров Вячеслав Серафимович,Individual
#0044409,МОРОЗОВ Олег Викторович,Individual
#0044410,Румянцев Никита Геннадьевич,Individual
#0044411,Метшин Айдар Раисович,Individual
#0044412,Метшин Айдар Раисович,Individual
#0044413,Прусакова Мария Николаевна,Individual
#0044414,Разворотнева Светлана Викторовна,Individual
#0044415,Роман Юрьевич Романенко,Individual
#0044416,Игорь Николаевич Руденский,Individual
#0044417,Алла Леонидовна Салаева,Individual
#0044418,Свистунов Аркадий Николаевич,Individual
#0044419,Селезнев Валерий Сергеевич,Individual
#0044420,Синельщиков Юрий Петрович,Individual
#0044421,Левченко Сергей Георгиевич,Individual
#0044422,Леонов Сергей Дмитриевич,Individual
#0044423,Лечхаджиев Руслан Абдулвахиевич,Individual
#0044424,Лоор Иван Иванович,Individual
#0044425,Лябихов Роман Михайлович,Individual
#0044426,Майданов Денис Васильевич,Individual
#0044427,Максимов Александр Александрович,Individual
#0044428,Марков Андрей Павлович,Individual
#0044429,Мархаев Вячеслав Михайлович,Individual
#0044430,Матвеев Михаил Николаевич,Individual
#0044431,Хизри Магомедович Абакаров,Individual
#0044432,Аиткулова Эльвира Ринатовна,Individual
#0044433,Аксёненко Александр Сергеевич,Individual
#0044434,Алимова Ольга Николаевна,Individual
#0044435,Алтухов Сергей Викторович,Individual
#0044436,Амельченкова Ольга Николаевна,Individual
#0044437,Ануфриева Ольга Николаевна,Individual
#0044438,Арапов Георгий Константинович,Individual
#0044439,Артамонова Валентина Николаевна,Individual
#0044440,Аршба Отари Ионович,Individual
#0044441,Афонин Юрий Вячеславович,Individual
#0044442,Аюпов Ринат Зайдулаевич,Individual
#0044443,Бабашов Леонид Иванович,Individual
#0044444,Бабич Иван Николаевич,Individual
#0044445,Баженов Тимофей Тимофеевич,Individual
#0044446,Барахоев Бекхан Абдулхамидович,Individual
#0044447,Басанский Антон Александрович,Individual
#0044448,Баталова Рима Акбердиновна,Individual
#0044449,Башанкаев Бадма Николаевич,Individual
#0044450,Белых Ирина Викторовна,Individual
#0044451,Берулава Михаил Николаевич,Individual
#0044452,Бессараб Светлана Викторовна,Individual
#0044453,Бессарабов Даниил Владимирович,Individual
#0044454,Бессонов Евгений Иванович,Individual
#0044455,Бичаев Артем Александрович,Individual
#0044456,Борисов Александр Александрович,Individual
#0044457,Боярский Сергей Михайлович,Individual
#0044458,Брыкин Николай Гаврилович,Individual
#0044459,Будуев Николай Робертович,Individual
#0044460,Булавинов Вадим Евгеньевич,Individual
#0044461,Бурматов Владимир Владимирович,Individual
#0044462,Бутина Мария Валерьевна,Individual
#0044463,Валеев Эрнест Абдулович,Individual
#0044464,Валенчук Олег Дорианович,Individual
#0044465,Вассерман Анатолий Александрович,Individual
#0044466,Веллер Алексей Борисович,Individual
#0044467,Веремеенко Сергей Алексеевич,Individual
#0044468,Власов Василий Максимович,Individual
#0044469,Власова Вероника Валериевна,Individual
#0044470,ВОЛЬФСОН Илья Светославович,Individual
#0044471,Воробьев Андрей Викторович,Individual
#0044472,ВОРОНОВСКИЙ Анатолий Владимирович,Individual
#0044473,Вторыгина Елена Андреевна,Individual
#0044474,"ВЫБОРНЫЙ, Анатолий Борисович",Individual
#0044475,ВЯТКИН Дмитрий Федорович,Individual
#0044476,Гаврилов Сергей Анатольевич,Individual
#0044477,ГАДЖИЕВ Абдулхаким Кутбудинович,Individual
#0044478,ГАДЖИЕВ Руслан Гаджиевич,Individual
#0044479,Валерий Карлович Гартунг,Individual
#0044480,Джамаладин Набиевич Гасанов,Individual
#0044481,Заур Далхатович Геккиев,Individual
#0044482,Ольга Михайловна Германова,Individual
#0044483,Антон Александрович Гетта,Individual
#0044484,Динар Загитович Гильмутдинов,Individual
#0044485,Ильдар Ирекович Гильмутдинов,Individual
#0044486,Андрей Петрович Гимбатов,Individual
#0044487,Борис Михайлович Гладких,Individual
#0044488,Глазкова Анжелика Егоровна,Individual
#0044489,Олег Александрович Голиков,Individual
#0044490,Николай Александрович Гончаров,Individual
#0044491,Гордеев Алексей Васильевич,Individual
#0044492,Антон Вадимович Горелкин,Individual
#0044493,Горячева Ксения Александровна,Individual
#0044494,Григорьев Юрий Иннокентьевич,Individual
#0044495,ГУРУЛЁВ Андрей Викторович,Individual
#0044496,Гусев Дмитрий Геннадьевич,Individual
#0044497,Даванков Владислав Андреевич,Individual
#0044498,Дамдинцурунов Вячеслав Анатольевич,Individual
#0044499,Галина Иннокентьевна Данчикова,Individual
#0044500,Демин Александр Вячеславович,Individual
#0044501,Демченко Иван Иванович,Individual
#0044502,Дерябкин Виктор Ефимович,Individual
#0044503,Дзюба Виктор Викторович,Individual
#0044504,Диденко Алексей Николаевич,Individual
#0044505,Олег Дмитриевич Димов,Individual
#0044506,Дмитриева Оксана Генриховна,Individual
#0044507,Догаев Ахмед Шамханович,Individual
#0044508,Долуда Николай Александрович,Individual
#0044509,Дорошенко Андрей Николаевич,Individual
#0044510,Дробот Мария Владимировна,Individual
#0044511,Дрожжина Юлия Николаевна,Individual
#0044512,Дроздов Александр Сергеевич,Individual
#0044513,Дьяконова Татьяна Ивановна,Individual
#0044514,Евтюхова Елена Александровна,Individual
#0044515,Езерский Николай Николаевич,Individual
#0044516,Езубов Алексей Петрович,Individual
#0044517,Ефимов Виталий Борисович,Individual
#0044518,Жуков Александр Дмитриевич,Individual
#0044519,Журавлев Алексей Александрович,Individual
#0044520,Затулин Константин Федорович,Individual
#0044521,Захаров Константин Юрьевич,Individual
#0044522,Зубарев Виктор Владиславович,Individual
#0044523,Зюганов Геннадий Андреевич,Individual
#0044524,Иванинский Олег Иванович,Individual
#0044525,Иванов Владимир Валерьевич,Individual
#0044526,Иванов Максим Анатольевич,Individual
#0044527,Иванов Максим Евгеньевич,Individual
#0044528,Иванов Николай Николаевич,Individual
#0044529,Иванюженков Борис Викторович,Individual
#0044530,Ивенских Ирина Валентиновна,Individual
#0044531,Ивлев Леонид Григорьевич,Individual
#0044532,Игошин Игорь Николаевич,Individual
#0044533,Ильиных Владимир Алексеевич,Individual
#0044534,Ильтяков Александр Владимирович,Individual
#0044535,Исаев Андрей Константинович,Individual
#0044536,Исаков Владимир Павлович,Individual
#0044537,Исламов Дмитрий Викторович,Individual
#0044538,Кабышев Сергей Владимирович,Individual
#0044539,Кавинов Артем Александрович,Individual
#0044540,Каденков Дмитрий Михайлович,Individual
#0044541,Казаков Виктор Алексеевич,Individual
#0044542,Казакова Ольга Михайловна,Individual
#0044543,Казанков Сергей Иванович,Individual
#0044544,Калимуллин Рустам Галиуллович,Individual
#0044545,Камнев Георгий Петрович,Individual
#0044546,Канаев Алексей Валерианович,Individual
#0044547,Кара-оол Шолбан Валерьевич,Individual
#0044548,Каргинов Сергей Генрихович,Individual
#0044549,Карлов Георгий Александрович,Individual
#0044550,Кармазина Раиса Васильевна,Individual
#0044551,Карпов Анатолий Евгеньевич,Individual
#0044552,Кастюкевич Игорь Юрьевич,Individual
#0044553,Павел Рюрикович Качкаев,Individual
#0044554,Кашин Владимир Иванович,Individual
#0044555,Виктор Борисович Кидяев,Individual
#0044556,Киселёв Михаил Сергеевич,Individual
#0044557,Михаил Леонидович Кисляков,Individual
#0044558,Михаил Владимирович Кизеев,Individual
#0044559,Кочиев Роберт Иванович,Individual
#0044560,Андрей Иванович Колесник,Individual
#0044561,Коломейцев Николай Васильевич,Individual
#0044562,Комоцкий Борис Олегович,Individual
#0044563,Алексей Викторович Корниенко,Individual
#0044564,Кошелев Владимир Алексеевич,Individual
#0044565,Наталья Васильевна Костенко,Individual
#0044566,Сергей Николаевич Коткин,Individual
#0044567,Козловский Александр Николаевич,Individual
#0044568,Павел Владимирович Крашенинников,Individual
#0044569,Андрей Леонидович Красов,Individual
#0044570,Кумин Вадим Валентинович,Individual
#0044571,Курбанов Ризван Даниялович,Individual
#0044572,Куринный Алексей Владимирович,Individual
#0044573,Кусайко Татьяна Алексеевна,Individual
#0044574,Михаил Владимирович Кузьмин,Individual
#0044575,Кузнецов Дмитрий Вадимович,Individual
#0044576,Кузнецов Андрей Анатольевич,Individual
#0044577,А́нна Ю́рьевна Кузнецо́ва,Individual
#0044578,Иван Иванович Квитка,Individual
#0044579,Лантратова Яна Валерьевна,Individual
#0044580,Алексей Фёдорович Лавриненко,Individual
#0044581,Евгений Викторович Лебедев,Individual
#0044582,Лебедев Олег Александрович,Individual
#0044583,Леонов Олег Юрьевич,Individual
#0044584,Логинов Вячеслав Юрьевич,Individual
#0044585,Любарский Роман Валерьевич,Individual
#0044586,Мажуга Александр Георгиевич,Individual
#0044587,Макиев Зураб Гайозович,Individual
#0044588,Марков Евгений Владимирович,Individual
#0044589,Марченко Евгений Евгеньевич,Individual
#0044590,Метелев Артем Павлович,Individual
#0044591,Милонов Виталий Валентинович,Individual
#0044592,Мусатов Иван Михайлович,Individual
#0044593,Назарова Наталья Васильевна,Individual
#0044594,Напсо Юрий Аисович,Individual
#0044595,Наумов Станислав Александрович,Individual
#0044596,Немкин Антон Игоревич,Individual
#0044597,Николай Петрович Николаев,Individual
#0044598,Николаева Виктория Викторовна,Individual
#0044599,Нилов Олег Анатольевич,Individual
#0044600,Нилов Ярослав Евгеньевич,Individual
#0044601,Евгений Олегович Нифантьев,Individual
#0044602,Новиков Дмитрий Георгиевич,Individual
#0044603,Новичков Николай Владимирович,Individual
#0044604,Нурбагандов Нурбаганд Магомедович,Individual
#0044605,Обухов Сергей Павлович,Individual
#0044606,Оглоблина Юлия Васильевна,Individual
#0044607,Оргеева Марина Эдуардовна,Individual
#0044608,Осадчий Николай Иванович,Individual
#0044609,Останина Нина Александровна,Individual
#0044610,Панеш Каплан Мугдинович,Individual
#0044611,Панин Геннадий Олегович,Individual
#0044612,Панков Николай Васильевич,Individual
#0044613,Панькина Ирина Александровна,Individual
#0044614,Пахомов Сергей Александрович,Individual
#0044615,Певцов Дмитрий Анатольевич,Individual
#0044616,Первышов Евгений Алексеевич,Individual
#0044617,Петров Александр Петрович,Individual
#0044618,Петров Вячеслав Анатольевич,Individual
#0044619,Петров Сергей Валериевич,Individual
#0044620,Петров Юрий Александрович,Individual
#0044621,Пивненко Валентина Николаевна,Individual
#0044622,Пилипенко Ольга Васильевна,Individual
#0044623,Пинский Виктор Витальевич,Individual
#0044624,Пирог Дмитрий Юрьевич,Individual
#0044625,Пискарев Василий Иванович,Individual
#0044626,Плотников Владимир Николаевич,Individual
#0044627,Плякин Владимир Владимирович,Individual
#0044628,Погорелый Дмитрий Викторович,Individual
#0044629,Поляков Александр Алексеевич,Individual
#0044630,Скриванов Дмитрий Станиславович,Individual
#0044631,Соболев Виктор Иванович,Individual
#0044632,Иван Александрович СОЛОДОВНИКОВ,Individual
#0044633,Екатерина Петровна Стенякина,Individual
#0044634,Александр Михайлович СТРЕЛЮХИН,Individual
#0044635,Сухарев Иван Константинович,Individual
#0044636,Артур Борисович Таймазов,Individual
#0044637,Сангаджи Андреевич ТАРБАЕВ,Individual
#0044638,Муслим Барисович Татриев,Individual
#0044639,Сергей Юрьевич Тен,Individual
#0044640,Роман Игоревич Терюшков,Individual
#0044641,Ольга Викторовна ТИМОФЕЕВА,Individual
#0044642,Алексей Николаевич ТКАЧЕВ,Individual
#0044643,Антон Олегович ТКАЧЕВ,Individual
#0044644,Максим Анатольевич ТОПИЛИН,Individual
#0044645,Владислав Александрович ТРЕТЬЯК,Individual
#0044646,Тумусов Федот Семёнович,Individual
#0044647,Туров Артём Викторович,Individual
#0044648,Утяшева Римма Амировна,Individual
#0044649,Фадина Оксана Николаевна,Individual
#0044650,Фомичёв Вячеслав Васильевич,Individual
#0044651,Хамзаев Бийсултан Султанбиевич,Individual
#0044652,Хасанов Мурат Русланович,Individual
#0044653,Хинште́йн Алекса́ндр Евсе́евич,Individual
#0044654,Хованская Галина Петровна,Individual
#0044655,Хубезов Дмитрий Анатольевич,Individual
#0044656,Цед Николай Григорьевич,Individual
#0044657,Цунаева Елена Моисеевна,Individual
#0044658,"Чаплин, Никита Юрьевич",Individual
#0044659,Чемерис Роза Басировна,Individual
#0044660,Чепиков Сергей Владимирович,Individual
#0044661,Чернышов Борис Александрович,Individual
#0044662,Черняк Алексей Юрьевич,Individual
#0044663,Шаргунов Сергей Александрович,Individual
#0044664,Швыткин Юрий Николаевич,Individual
#0044665,Шилкин Григорий Владимирович,Individual
#0044666,Школкина Надежда Васильевна,Individual
#0044667,Шубин Игорь Николаевич,Individual
#0044668,Шувалов Вадим Николаевич,Individual
#0044669,Шхагошев Адальби Люлевич,Individual
#0044670,Щапов Михаил Викторович,Individual
#0044671,Щеглов Николай Михайлович,Individual
#0044672,Щербаков Александр Владимирович,Individual
#0044673,Ющенко Александр Андреевич,Individual
#0044674,Якубовский Александр Владимирович,Individual
#0044675,Яхнюк Сергей Васильевич,Individual
#0044676,Агаев Бекхан Вахаевич,Individual
#0044677,Бифов Анатолий Жамалович,Individual
#0044678,Блоцкий Владимир Николаевич,Individual
#0044679,Бурлаков Сергей Владимирович,Individual
#0044680,Бурляев Николай Петрович,Individual
#0044681,Буцкая Татьяна Викторовна,Individual
#0044682,Василькова Мария Викторовна,Individual
#0044683,Водянов Роман Михайлович,Individual
#0044684,Гарин Олег Владимирович,Individual
#0044685,Андрей Юрьевич Горохов,Individual
#0044686,Делягин Михаил Геннадьевич,Individual
#0044687,Кирьянов Артем Юрьевич,Individual
